# Opmerking: door stationsverplaatsingen en veranderingen in waarneemmethodieken zijn deze tijdreeksen van uurwaarden mogelijk inhomogeen! Dat betekent dat deze reeks van gemeten waarden niet geschikt is voor trendanalyse. Voor studies naar klimaatverandering verwijzen we naar de gehomogeniseerde dagreeksen <http://www.knmi.nl/nederland-nu/klimatologie/daggegevens> of de Centraal Nederland Temperatuur <http://www.knmi.nl/kennis-en-datacentrum/achtergrond/centraal-nederland-temperatuur-cnt>.
# 
# SOURCE: ROYAL NETHERLANDS METEOROLOGICAL INSTITUTE (KNMI)
# Comment: These time series are inhomogeneous because of station relocations and changes in observation techniques. As a result these series are not suitable for trend analysis. For climate change studies we refer to the homogenized series of daily data <http://www.knmi.nl/nederland-nu/klimatologie/daggegevens> or the Central Netherlands Temperature <http://www.knmi.nl/kennis-en-datacentrum/achtergrond/centraal-nederland-temperatuur-cnt>.
# 
# STN         LON(east)   LAT(north)  ALT(m)      NAME
# 310         3.596       51.442      8.00        Vlissingen  
# FG        : Etmaalgemiddelde windsnelheid (in 0.1 m/s) / Daily mean windspeed (in 0.1 m/s)
# TG        : Etmaalgemiddelde temperatuur (in 0.1 graden Celsius) / Daily mean temperature in (0.1 degrees Celsius)
# RH        : Etmaalsom van de neerslag (in 0.1 mm) (-1 voor <0.05 mm) / Daily precipitation amount (in 0.1 mm) (-1 for <0.05 mm)
STN,YYYYMMDD,FG,TG,RH
  310,20131101,   83,  115,   41
  310,20131102,   73,  117,   62
  310,20131103,  115,  101,   73
  310,20131104,   95,  103,  227
  310,20131105,   99,   92,   50
  310,20131106,   96,  120,   41
  310,20131107,   57,  117,   69
  310,20131108,   55,   99,   39
  310,20131109,   91,   91,   92
  310,20131110,   53,   81,  105
  310,20131111,   81,   81,    1
  310,20131112,   67,   89,   10
  310,20131113,   38,   88,    0
  310,20131114,   76,   85,  149
  310,20131115,   40,   86,    3
  310,20131116,   23,   64,    0
  310,20131117,   25,   72,   -1
  310,20131118,   58,   64,   -1
  310,20131119,   45,   66,  142
  310,20131120,   76,   45,  135
  310,20131121,   59,   40,   24
  310,20131122,   62,   53,   -1
  310,20131123,   43,   62,    0
  310,20131124,   43,   73,   17
  310,20131125,   39,   66,   36
  310,20131126,   25,   67,   -1
  310,20131127,   43,   72,    0
  310,20131128,   36,   89,   -1
  310,20131129,   78,   84,   -1
  310,20131130,   50,   78,   19
  310,20131201,   30,   83,    0
  310,20131202,   39,   63,    0
  310,20131203,   23,   41,    0
  310,20131204,   56,   70,   -1
  310,20131205,  128,   69,    3
  310,20131206,   89,   53,    0
  310,20131207,   63,   72,    4
  310,20131208,   93,   82,   -1
  310,20131209,   80,   81,    0
  310,20131210,   43,   57,    0
  310,20131211,   39,   54,    0
  310,20131212,   61,   24,    0
  310,20131213,   58,   27,   24
  310,20131214,   80,   73,    8
  310,20131215,  104,   80,    9
  310,20131216,   95,   91,    0
  310,20131217,   55,   69,   -1
  310,20131218,   98,   81,   13
  310,20131219,   83,   76,   50
  310,20131220,   85,   65,    3
  310,20131221,  139,   76,   43
  310,20131222,  114,   80,   30
  310,20131223,  134,   83,    9
  310,20131224,  137,   92,  110
  310,20131225,   75,   71,   16
  310,20131226,   64,   60,    0
  310,20131227,  131,   81,   45
  310,20131228,   67,   70,   34
  310,20131229,   65,   56,   20
  310,20131230,  118,   63,    8
  310,20131231,  105,   71,   46
  310,20140101,  124,   77,   28
  310,20140102,  102,   87,    5
  310,20140103,  120,   88,  135
  310,20140104,   92,   82,    1
  310,20140105,   91,   63,   -1
  310,20140106,  125,  108,   14
  310,20140107,  117,  100,   -1
  310,20140108,   75,   86,   42
  310,20140109,  117,   94,   23
  310,20140110,   78,   63,   -1
  310,20140111,   64,   62,    1
  310,20140112,   55,   48,    0
  310,20140113,   82,   74,    0
  310,20140114,   63,   60,   30
  310,20140115,   95,   59,   37
  310,20140116,   90,   80,   62
  310,20140117,   97,   76,   11
  310,20140118,   67,   72,    0
  310,20140119,   55,   74,   -1
  310,20140120,   36,   67,    3
  310,20140121,   40,   56,    0
  310,20140122,   81,   41,   53
  310,20140123,   65,   57,   90
  310,20140124,   43,   53,    0
  310,20140125,   92,   53,   13
  310,20140126,   92,   61,   83
  310,20140127,  101,   45,    4
  310,20140128,  112,   49,   26
  310,20140129,   90,   36,   -1
  310,20140130,   51,   48,   17
  310,20140131,   80,   50,   27
  310,20140201,  114,   66,   72
  310,20140202,   85,   56,   -1
  310,20140203,   65,   54,    0
  310,20140204,   98,   64,   -1
  310,20140205,  134,   75,   24
  310,20140206,  111,   70,   65
  310,20140207,  103,   73,   78
  310,20140208,  132,   75,   43
  310,20140209,  143,   57,   20
  310,20140210,   52,   57,    2
  310,20140211,   97,   57,   35
  310,20140212,  120,   56,   45
  310,20140213,   92,   53,   18
  310,20140214,  110,   61,   71
  310,20140215,  157,   89,   17
  310,20140216,   68,   63,    1
  310,20140217,   61,   70,    0
  310,20140218,   63,   67,    4
  310,20140219,   63,   72,    0
  310,20140220,   94,   84,   46
  310,20140221,   90,   67,   29
  310,20140222,   80,   70,    5
  310,20140223,   89,   79,    0
  310,20140224,   75,   84,    0
  310,20140225,   93,   86,   21
  310,20140226,   55,   69,    4
  310,20140227,   85,   60,   20
  310,20140228,   66,   54,   71
  310,20140301,   51,   58,   10
  310,20140302,   86,   60,    0
  310,20140303,   75,   68,   24
  310,20140304,   30,   59,    0
  310,20140305,   28,   73,    0
  310,20140306,   53,   83,    0
  310,20140307,   59,   82,    0
  310,20140308,   60,   93,    0
  310,20140309,   53,  107,    0
  310,20140310,   50,   96,    0
  310,20140311,   59,   88,    0
  310,20140312,   35,   89,    0
  310,20140313,   29,   94,    0
  310,20140314,   44,   65,    0
  310,20140315,   72,   97,   -1
  310,20140316,   70,   98,    0
  310,20140317,   55,   95,    0
  310,20140318,   98,   92,   -1
  310,20140319,   94,  103,    0
  310,20140320,   80,  113,    0
  310,20140321,   70,   83,  152
  310,20140322,   91,   73,   29
  310,20140323,   63,   65,   16
  310,20140324,   33,   72,    9
  310,20140325,   53,   76,    0
  310,20140326,   28,   58,    1
  310,20140327,   32,   62,   84
  310,20140328,   37,  100,   -1
  310,20140329,   58,  128,    0
  310,20140330,   43,  135,    0
  310,20140331,   19,  136,    0
  310,20140401,   30,  134,    0
  310,20140402,   38,  144,    0
  310,20140403,   40,  140,    0
  310,20140404,   46,  112,   -1
  310,20140405,   35,  117,    0
  310,20140406,   66,  130,    2
  310,20140407,   74,  138,   88
  310,20140408,  107,  102,    7
  310,20140409,   64,  105,    0
  310,20140410,   33,  105,    0
  310,20140411,   38,  106,    0
  310,20140412,   49,  106,    0
  310,20140413,   58,  107,    0
  310,20140414,   82,   97,    0
  310,20140415,   50,   80,    0
  310,20140416,   39,   98,    0
  310,20140417,   59,  117,   17
  310,20140418,   65,   90,    1
  310,20140419,   56,  108,    0
  310,20140420,   63,  141,   -1
  310,20140421,   55,  137,    2
  310,20140422,   41,  131,    1
  310,20140423,   24,  139,   -1
  310,20140424,   37,  133,   19
  310,20140425,   62,  151,   14
  310,20140426,   68,  124,    0
  310,20140427,   48,  128,    0
  310,20140428,   25,  136,   -1
  310,20140429,   18,  128,   16
  310,20140430,   33,  104,    0
  310,20140501,   30,  121,   45
  310,20140502,   75,  114,    5
  310,20140503,   49,   95,    0
  310,20140504,   26,   98,    0
  310,20140505,   45,  141,    0
  310,20140506,   70,  140,   10
  310,20140507,  108,  126,    8
  310,20140508,  114,  124,  103
  310,20140509,  140,  131,    3
  310,20140510,  120,  123,   71
  310,20140511,  146,  114,   63
  310,20140512,   96,  118,   16
  310,20140513,   36,  109,  102
  310,20140514,   48,  112,    0
  310,20140515,   35,  114,    0
  310,20140516,   30,  129,    0
  310,20140517,   31,  147,    0
  310,20140518,   32,  171,    0
  310,20140519,   40,  194,    0
  310,20140520,   55,  177,  147
  310,20140521,   41,  163,    2
  310,20140522,   81,  167,    4
  310,20140523,   46,  153,   11
  310,20140524,   60,  143,    0
  310,20140525,   34,  156,    0
  310,20140526,   49,  164,   16
  310,20140527,   34,  152,   10
  310,20140528,   33,  141,    3
  310,20140529,   35,  145,    3
  310,20140530,   51,  141,    0
  310,20140531,   34,  144,    0
  310,20140601,   23,  148,    0
  310,20140602,   30,  153,    0
  310,20140603,   28,  158,    6
  310,20140604,   70,  142,  221
  310,20140605,   95,  137,   95
  310,20140606,   42,  177,    0
  310,20140607,   42,  196,    7
  310,20140608,   32,  195,   88
  310,20140609,   34,  206,   21
  310,20140610,   51,  182,   70
  310,20140611,   37,  170,    0
  310,20140612,   30,  178,    0
  310,20140613,   40,  179,    0
  310,20140614,   61,  160,    1
  310,20140615,   53,  153,    0
  310,20140616,   55,  151,    0
  310,20140617,   66,  152,    0
  310,20140618,   37,  154,    8
  310,20140619,   37,  151,    0
  310,20140620,   45,  151,    0
  310,20140621,   38,  168,    0
  310,20140622,   33,  167,    0
  310,20140623,   32,  172,    0
  310,20140624,   42,  173,    0
  310,20140625,   42,  153,   -1
  310,20140626,   28,  171,    0
  310,20140627,   43,  175,    5
  310,20140628,   43,  165,    1
  310,20140629,   47,  157,   19
  310,20140630,   41,  158,    0
  310,20140701,   35,  159,    0
  310,20140702,   28,  166,    0
  310,20140703,   40,  197,    0
  310,20140704,   50,  211,    4
  310,20140705,   72,  192,   43
  310,20140706,   76,  175,   39
  310,20140707,   42,  173,    0
  310,20140708,   36,  158,   59
  310,20140709,  100,  157,  113
  310,20140710,   69,  168,    2
  310,20140711,   45,  170,    0
  310,20140712,   39,  171,    0
  310,20140713,   54,  176,   55
  310,20140714,   62,  177,    0
  310,20140715,   52,  178,    0
  310,20140716,   19,  196,    0
  310,20140717,   31,  215,    0
  310,20140718,   50,  250,    0
  310,20140719,   50,  239,   64
  310,20140720,   32,  200,    4
  310,20140721,   52,  183,    4
  310,20140722,   58,  211,   50
  310,20140723,   57,  235,    0
  310,20140724,   56,  227,    0
  310,20140725,   48,  202,   25
  310,20140726,   32,  196,    0
  310,20140727,   31,  203,   36
  310,20140728,   44,  182,  273
  310,20140729,   53,  200,    0
  310,20140730,   39,  184,    0
  310,20140731,   48,  200,    0
  310,20140801,   33,  192,    0
  310,20140802,   54,  212,    1
  310,20140803,   47,  191,   13
  310,20140804,   44,  185,    0
  310,20140805,   39,  196,    0
  310,20140806,   72,  187,   33
  310,20140807,   37,  197,    0
  310,20140808,   61,  197,    8
  310,20140809,   83,  195,   10
  310,20140810,   98,  190,   47
  310,20140811,  107,  175,    2
  310,20140812,   93,  164,   76
  310,20140813,   81,  172,    0
  310,20140814,   59,  171,    2
  310,20140815,   53,  163,   43
  310,20140816,   75,  171,    0
  310,20140817,  109,  163,   38
  310,20140818,   82,  155,   55
  310,20140819,   67,  143,   66
  310,20140820,   47,  144,   45
  310,20140821,   71,  149,    7
  310,20140822,   73,  147,   36
  310,20140823,   65,  143,   48
  310,20140824,   47,  148,    0
  310,20140825,   53,  149,  167
  310,20140826,   55,  146,  156
  310,20140827,   38,  165,    0
  310,20140828,   63,  173,   22
  310,20140829,   80,  172,    0
  310,20140830,   80,  169,   38
  310,20140831,   50,  162,    0
  310,20140901,   24,  172,    2
  310,20140902,   25,  183,    0
  310,20140903,   53,  179,    0
  310,20140904,   32,  189,    0
  310,20140905,   24,  194,    0
  310,20140906,   25,  176,    0
  310,20140907,   24,  178,    0
  310,20140908,   28,  165,    0
  310,20140909,   29,  156,   -1
  310,20140910,   38,  159,    0
  310,20140911,   45,  162,   -1
  310,20140912,   48,  170,    0
  310,20140913,   55,  169,    0
  310,20140914,   49,  167,    0
  310,20140915,   35,  178,    0
  310,20140916,   25,  181,    0
  310,20140917,   31,  197,    0
  310,20140918,   31,  199,    0
  310,20140919,   18,  199,    0
  310,20140920,   28,  182,    2
  310,20140921,   61,  164,  126
  310,20140922,   54,  150,   -1
  310,20140923,   35,  153,    0
  310,20140924,   74,  146,   52
  310,20140925,   68,  152,    0
  310,20140926,   65,  167,    6
  310,20140927,   20,  171,    0
  310,20140928,   37,  181,    0
  310,20140929,   41,  173,    3
  310,20140930,   50,  170,    0
  310,20141001,   51,  176,    0
  310,20141002,   23,  169,    0
  310,20141003,   28,  176,    0
  310,20141004,   62,  164,   93
  310,20141005,   39,  141,    0
  310,20141006,   72,  136,   24
  310,20141007,  104,  127,   67
  310,20141008,   93,  146,   29
  310,20141009,   91,  157,    0
  310,20141010,   67,  150,    0
  310,20141011,   42,  139,   40
  310,20141012,   53,  141,   41
  310,20141013,   88,  151,   -1
  310,20141014,   91,  134,   22
  310,20141015,   51,  140,   95
  310,20141016,   64,  153,   35
  310,20141017,   58,  158,    0
  310,20141018,   73,  176,    0
  310,20141019,   91,  170,    0
  310,20141020,   95,  150,    0
  310,20141021,  126,  125,   54
  310,20141022,   82,  119,    3
  310,20141023,   76,  129,    0
  310,20141024,   88,  125,   77
  310,20141025,   60,  134,    0
  310,20141026,   61,  139,    0
  310,20141027,   57,  139,    0
  310,20141028,   79,  104,    0
  310,20141029,   49,  119,   50
  310,20141030,   50,  138,   -1
  310,20141031,   50,  148,    0
  310,20141101,   50,  154,    0
  310,20141102,   95,  143,   26
  310,20141103,  111,  126,   71
  310,20141104,   64,  101,    0
  310,20141105,   42,   85,    0
  310,20141106,   48,   79,    0
  310,20141107,  110,  101,   46
  310,20141108,   97,  108,    3
  310,20141109,   69,  111,    0
  310,20141110,   77,  103,   -1
  310,20141111,   80,  109,    0
  310,20141112,   64,  117,    0
  310,20141113,   71,  106,    0
  310,20141114,   75,  103,   87
  310,20141115,   43,  103,   93
  310,20141116,   28,   98,    6
  310,20141117,   54,  100,    8
  310,20141118,   35,   87,   -1
  310,20141119,   27,   90,    0
  310,20141120,   48,   73,    0
  310,20141121,   62,   70,    0
  310,20141122,   50,  104,   -1
  310,20141123,   46,  111,   29
  310,20141124,   25,   84,    5
  310,20141125,   62,   68,    0
  310,20141126,   63,   75,    4
  310,20141127,   51,  100,    3
  310,20141128,   73,   90,    0
  310,20141129,   71,   59,    0
  310,20141130,   40,   37,   12
  310,20141201,   49,   27,    0
  310,20141202,   40,   28,   -1
  310,20141203,   53,   11,    0
  310,20141204,   38,   10,    0
  310,20141205,   48,   50,   34
  310,20141206,   34,   70,   20
  310,20141207,   83,   59,   34
  310,20141208,   72,   50,   56
  310,20141209,   69,   63,   12
  310,20141210,  103,   73,   25
  310,20141211,  118,   77,   12
  310,20141212,  111,   82,  114
  310,20141213,   44,   54,   -1
  310,20141214,   82,   38,    0
  310,20141215,   74,   65,   19
  310,20141216,   58,   68,    4
  310,20141217,   86,   83,   43
  310,20141218,  128,  107,   13
  310,20141219,  105,   96,   96
  310,20141220,  105,   84,    0
  310,20141221,   99,   80,    2
  310,20141222,  158,  108,    2
  310,20141223,  137,  104,    4
  310,20141224,   97,   88,   55
  310,20141225,   67,   68,   19
  310,20141226,   60,   50,   58
  310,20141227,  103,   17,  199
  310,20141228,   68,    3,    0
  310,20141229,   47,   57,   24
  310,20141230,   40,   58,    0
  310,20141231,   50,   53,    0
  310,20150101,   98,   39,    1
  310,20150102,   98,   78,    2
  310,20150103,   50,   45,  100
  310,20150104,   43,   49,    0
  310,20150105,   62,   26,    0
  310,20150106,   59,   21,    4
  310,20150107,   77,   46,   14
  310,20150108,   90,   67,  166
  310,20150109,  149,   93,   15
  310,20150110,  152,   94,   12
  310,20150111,  127,   69,   -1
  310,20150112,  128,   83,   47
  310,20150113,  107,   78,  157
  310,20150114,  110,   52,    8
  310,20150115,  137,   78,   56
  310,20150116,   70,   56,   13
  310,20150117,   69,   41,   -1
  310,20150118,   54,   30,   74
  310,20150119,   17,   29,    5
  310,20150120,   38,   28,    0
  310,20150121,   58,   14,    0
  310,20150122,   43,   -4,    0
  310,20150123,   38,    5,    0
  310,20150124,   73,   42,   79
  310,20150125,   53,   55,   -1
  310,20150126,   69,   68,    3
  310,20150127,   44,   58,    0
  310,20150128,  118,   59,   39
  310,20150129,  103,   43,   50
  310,20150130,   60,   38,    2
  310,20150131,   49,   35,   16
  310,20150201,   80,   44,   89
  310,20150202,   58,   32,   11
  310,20150203,   32,   32,    4
  310,20150204,   30,   23,    3
  310,20150205,   54,    8,    0
  310,20150206,   90,    4,    0
  310,20150207,   45,   30,    2
  310,20150208,   63,   57,    1
  310,20150209,   40,   50,   -1
  310,20150210,   27,   56,    1
  310,20150211,   30,   44,    0
  310,20150212,   25,   41,    0
  310,20150213,   84,   59,   -1
  310,20150214,   65,   70,   14
  310,20150215,   35,   54,   -1
  310,20150216,   38,   26,    0
  310,20150217,   39,   51,   -1
  310,20150218,   46,   36,    0
  310,20150219,   98,   39,    9
  310,20150220,   78,   56,  150
  310,20150221,   43,   45,   14
  310,20150222,   86,   47,   26
  310,20150223,  101,   58,   11
  310,20150224,   92,   57,    7
  310,20150225,   49,   50,    5
  310,20150226,   75,   64,   87
  310,20150227,   54,   51,    0
  310,20150228,  109,   56,   15
  310,20150301,  126,   79,   41
  310,20150302,   94,   61,    0
  310,20150303,   85,   56,   18
  310,20150304,   71,   61,    0
  310,20150305,   43,   59,    0
  310,20150306,   50,   66,    0
  310,20150307,   72,   77,    0
  310,20150308,   66,   76,    0
  310,20150309,   43,   74,   -1
  310,20150310,   48,   73,   -1
  310,20150311,   45,   57,    0
  310,20150312,   60,   73,    0
  310,20150313,   52,   64,    0
  310,20150314,   59,   45,   -1
  310,20150315,   58,   59,    1
  310,20150316,   29,   69,    0
  310,20150317,   33,   80,    0
  310,20150318,   61,   62,    0
  310,20150319,   41,   64,    0
  310,20150320,   35,   50,    0
  310,20150321,   75,   65,    6
  310,20150322,   51,   53,    0
  310,20150323,   37,   51,    0
  310,20150324,   40,   55,    8
  310,20150325,   52,   57,   66
  310,20150326,   83,   57,   32
  310,20150327,   64,   70,    0
  310,20150328,  102,   85,    7
  310,20150329,  139,   94,  105
  310,20150330,  105,   80,   38
  310,20150331,  146,   92,   14
  310,20150401,  123,   76,    7
  310,20150402,   67,   65,   27
  310,20150403,   53,   65,    1
  310,20150404,   52,   60,   11
  310,20150405,   33,   62,   -1
  310,20150406,   34,   70,    0
  310,20150407,   21,   81,    0
  310,20150408,   23,   83,    0
  310,20150409,   27,   94,    0
  310,20150410,   29,  122,    0
  310,20150411,   68,   98,   30
  310,20150412,   81,  102,    0
  310,20150413,   30,   88,   -1
  310,20150414,   58,  120,    0
  310,20150415,   41,  146,    0
  310,20150416,   63,  112,    0
  310,20150417,   72,   90,    0
  310,20150418,   66,   91,    0
  310,20150419,   42,   82,    0
  310,20150420,   57,  111,    0
  310,20150421,   57,  102,    0
  310,20150422,   54,   89,    0
  310,20150423,   27,   89,    0
  310,20150424,   42,  118,    0
  310,20150425,   58,  122,   32
  310,20150426,   50,  109,    2
  310,20150427,   57,   84,    0
  310,20150428,   70,   86,    0
  310,20150429,   83,   99,    3
  310,20150430,   66,   96,    1
  310,20150501,   55,   91,    0
  310,20150502,   50,  112,    0
  310,20150503,   80,  129,   12
  310,20150504,   58,  145,   77
  310,20150505,  115,  145,   70
  310,20150506,  133,  120,   20
  310,20150507,   72,  119,   25
  310,20150508,   34,  148,    3
  310,20150509,  114,  131,   12
  310,20150510,   35,  137,    0
  310,20150511,   56,  158,    0
  310,20150512,   73,  134,    0
  310,20150513,   45,  123,    0
  310,20150514,   36,  114,   40
  310,20150515,   52,  103,    4
  310,20150516,   60,  121,   11
  310,20150517,   43,  126,    0
  310,20150518,   99,  116,    5
  310,20150519,  106,  103,   34
  310,20150520,   57,  106,   13
  310,20150521,   52,  129,    0
  310,20150522,   52,  133,    0
  310,20150523,   52,  130,    2
  310,20150524,   35,  129,    6
  310,20150525,   46,  127,    0
  310,20150526,   33,  129,    0
  310,20150527,   52,  135,    0
  310,20150528,   90,  139,    4
  310,20150529,   88,  121,   21
  310,20150530,   63,  124,   41
  310,20150531,   83,  135,   69
  310,20150601,   54,  131,    1
  310,20150602,  128,  147,   22
  310,20150603,   75,  143,    0
  310,20150604,   35,  172,    0
  310,20150605,   52,  187,   24
  310,20150606,   72,  145,    1
  310,20150607,   48,  141,    0
  310,20150608,   75,  132,    0
  310,20150609,   73,  121,    0
  310,20150610,   73,  152,    0
  310,20150611,   63,  186,    0
  310,20150612,   51,  205,    2
  310,20150613,   95,  166,    0
  310,20150614,   45,  152,    0
  310,20150615,   66,  143,    0
  310,20150616,   36,  136,    0
  310,20150617,   69,  167,   51
  310,20150618,   48,  144,   17
  310,20150619,   48,  141,   13
  310,20150620,   37,  145,    1
  310,20150621,   80,  157,   -1
  310,20150622,   74,  134,   58
  310,20150623,   61,  135,    9
  310,20150624,   46,  164,    0
  310,20150625,   40,  177,    0
  310,20150626,   40,  195,   -1
  310,20150627,   55,  176,   -1
  310,20150628,   40,  188,   -1
  310,20150629,   44,  179,    0
  310,20150630,   34,  217,    0
  310,20150701,   64,  249,    0
  310,20150702,   53,  209,   13
  310,20150703,   48,  223,    0
  310,20150704,   75,  224,   -1
  310,20150705,   55,  182,   91
  310,20150706,   47,  181,    0
  310,20150707,   74,  189,   -1
  310,20150708,  113,  161,   53
  310,20150709,   41,  153,   -1
  310,20150710,   47,  190,    0
  310,20150711,   68,  195,    0
  310,20150712,   85,  174,    7
  310,20150713,   98,  174,   73
  310,20150714,   84,  178,   17
  310,20150715,   53,  180,   21
  310,20150716,   47,  200,   -1
  310,20150717,   92,  200,    7
  310,20150718,   49,  179,   -1
  310,20150719,   60,  175,   67
  310,20150720,   53,  189,   32
  310,20150721,   70,  193,   -1
  310,20150722,   75,  186,    0
  310,20150723,   34,  180,    0
  310,20150724,   42,  195,   12
  310,20150725,   89,  158,   88
  310,20150726,   79,  153,   45
  310,20150727,  131,  169,  101
  310,20150728,  123,  163,   55
  310,20150729,   85,  151,  137
  310,20150730,   33,  136,  229
  310,20150731,   27,  159,    0
  310,20150801,   32,  180,    0
  310,20150802,   33,  192,    0
  310,20150803,   50,  205,   11
  310,20150804,   78,  178,   44
  310,20150805,   49,  201,    0
  310,20150806,   51,  192,    0
  310,20150807,   38,  189,    0
  310,20150808,   42,  194,    0
  310,20150809,   25,  195,    0
  310,20150810,   44,  189,   -1
  310,20150811,   36,  193,   -1
  310,20150812,   57,  205,   -1
  310,20150813,   64,  214,  106
  310,20150814,   44,  203,  217
  310,20150815,   44,  175,    2
  310,20150816,   43,  170,    0
  310,20150817,   42,  156,   17
  310,20150818,   81,  150,   91
  310,20150819,   45,  189,    0
  310,20150820,   39,  192,   -1
  310,20150821,   39,  213,    0
  310,20150822,   55,  223,    0
  310,20150823,   70,  199,   46
  310,20150824,   74,  176,   97
  310,20150825,  108,  172,   82
  310,20150826,   97,  197,  177
  310,20150827,   80,  160,   28
  310,20150828,   56,  167,    0
  310,20150829,   36,  185,   10
  310,20150830,   36,  205,  410
  310,20150831,   39,  194,   95
  310,20150901,   44,  165,   13
  310,20150902,   32,  153,   59
  310,20150903,   54,  140,  109
  310,20150904,   81,  141,  117
  310,20150905,   63,  141,   43
  310,20150906,   55,  140,    2
  310,20150907,   47,  153,    4
  310,20150908,   33,  150,    0
  310,20150909,   48,  159,    0
  310,20150910,   54,  155,    0
  310,20150911,   42,  159,    0
  310,20150912,   61,  167,    5
  310,20150913,   49,  140,  353
  310,20150914,   87,  146,   51
  310,20150915,  103,  138,   58
  310,20150916,   85,  161,   56
  310,20150917,   81,  149,   75
  310,20150918,   66,  142,   53
  310,20150919,   33,  146,   23
  310,20150920,   40,  150,    0
  310,20150921,   71,  147,   34
  310,20150922,   52,  133,  183
  310,20150923,   83,  143,   93
  310,20150924,   76,  141,   30
  310,20150925,   45,  135,    0
  310,20150926,   33,  135,    0
  310,20150927,   52,  133,    0
  310,20150928,   50,  132,    0
  310,20150929,   61,  133,    0
  310,20150930,   66,  134,    0
  310,20151001,   58,  128,    0
  310,20151002,   40,  123,    0
  310,20151003,   23,  129,    0
  310,20151004,   36,  129,    0
  310,20151005,   58,  145,   36
  310,20151006,   50,  158,   20
  310,20151007,   72,  151,   15
  310,20151008,   37,  132,    0
  310,20151009,   28,  129,   12
  310,20151010,   49,  120,    0
  310,20151011,   50,   86,    0
  310,20151012,   33,   77,    0
  310,20151013,   54,   69,    3
  310,20151014,   41,   74,   13
  310,20151015,   34,   68,   52
  310,20151016,   30,   94,   34
  310,20151017,   29,  103,   40
  310,20151018,   30,  102,    1
  310,20151019,   23,  120,    0
  310,20151020,   29,  118,   14
  310,20151021,   71,  109,   37
  310,20151022,   55,  131,    7
  310,20151023,   41,  124,    0
  310,20151024,   46,  123,   -1
  310,20151025,   30,  114,   15
  310,20151026,   61,  118,    0
  310,20151027,   58,  132,    0
  310,20151028,   50,  131,    1
  310,20151029,   63,  110,    0
  310,20151030,   58,  119,    0
  310,20151031,   48,  120,    0
  310,20151101,   29,  113,    0
  310,20151102,   36,   93,    0
  310,20151103,   46,  115,    0
  310,20151104,   63,  130,   14
  310,20151105,   71,  137,   33
  310,20151106,   83,  151,   14
  310,20151107,   92,  153,   11
  310,20151108,   68,  141,    5
  310,20151109,  121,  138,    0
  310,20151110,  108,  140,   33
  310,20151111,   83,  128,    0
  310,20151112,   65,  132,    2
  310,20151113,  118,  121,   20
  310,20151114,  118,  109,   76
  310,20151115,  180,  142,    2
  310,20151116,  103,  127,   19
  310,20151117,  145,  141,   58
  310,20151118,  135,  135,    9
  310,20151119,  100,  118,  135
  310,20151120,   94,   98,    5
  310,20151121,   90,   67,  154
  310,20151122,   35,   45,   63
  310,20151123,   53,   53,    5
  310,20151124,  107,   59,  131
  310,20151125,   63,   82,   32
  310,20151126,   30,   76,    2
  310,20151127,   97,   64,   15
  310,20151128,  114,   76,   82
  310,20151129,  155,  113,   52
  310,20151130,  140,  109,   73
  310,20151201,   73,  106,   24
  310,20151202,   81,  107,   -1
  310,20151203,   88,   97,   -1
  310,20151204,   99,   97,   20
  310,20151205,  128,   82,    0
  310,20151206,  111,  104,    9
  310,20151207,   56,  101,    4
  310,20151208,   78,   96,   10
  310,20151209,   73,   86,    0
  310,20151210,  115,   63,    1
  310,20151211,   90,   83,  104
  310,20151212,   89,   91,    0
  310,20151213,   48,   81,   45
  310,20151214,   49,   69,    0
  310,20151215,   45,   84,    8
  310,20151216,   88,  113,   23
  310,20151217,   80,  120,    4
  310,20151218,   69,  110,    0
  310,20151219,   85,  116,    6
  310,20151220,   87,  114,   14
  310,20151221,  111,  103,   42
  310,20151222,  127,  124,   18
  310,20151223,   94,  104,   14
  310,20151224,  101,   98,   16
  310,20151225,   87,   99,   -1
  310,20151226,  108,  119,    0
  310,20151227,   86,  110,    0
  310,20151228,   65,   93,    0
  310,20151229,   68,   94,   -1
  310,20151230,  105,   89,    0
  310,20151231,  100,   88,   35
  310,20160101,   66,   69,   -1
  310,20160102,  100,   86,   56
  310,20160103,  108,   76,  141
  310,20160104,   77,   77,    1
  310,20160105,   75,   74,    2
  310,20160106,   47,   78,    6
  310,20160107,  117,   78,  111
  310,20160108,   83,   64,    0
  310,20160109,   94,   69,    1
  310,20160110,   86,   71,   38
  310,20160111,   83,   65,   46
  310,20160112,  115,   73,   64
  310,20160113,   85,   62,   46
  310,20160114,  117,   49,  164
  310,20160115,   96,   46,  268
  310,20160116,   65,   49,   31
  310,20160117,   42,   29,   -1
  310,20160118,   64,   -4,    0
  310,20160119,   34,    6,    0
  310,20160120,   33,   29,    3
  310,20160121,   36,   32,    0
  310,20160122,   82,   36,   62
  310,20160123,   63,   66,    0
  310,20160124,   78,   77,   18
  310,20160125,   70,   85,    0
  310,20160126,  101,   86,   12
  310,20160127,  130,  101,   52
  310,20160128,   70,   68,    0
  310,20160129,  134,   84,    1
  310,20160130,  117,   77,  199
  310,20160131,  102,   77,   29
  310,20160201,  147,  105,    2
  310,20160202,  125,   89,   19
  310,20160203,   77,   62,   17
  310,20160204,   72,   74,   54
