# Opmerking: door stationsverplaatsingen en veranderingen in waarneemmethodieken zijn deze tijdreeksen van uurwaarden mogelijk inhomogeen! Dat betekent dat deze reeks van gemeten waarden niet geschikt is voor trendanalyse. Voor studies naar klimaatverandering verwijzen we naar de gehomogeniseerde dagreeksen <http://www.knmi.nl/nederland-nu/klimatologie/daggegevens> of de Centraal Nederland Temperatuur <http://www.knmi.nl/kennis-en-datacentrum/achtergrond/centraal-nederland-temperatuur-cnt>.
# 
# SOURCE: ROYAL NETHERLANDS METEOROLOGICAL INSTITUTE (KNMI)
# Comment: These time series are inhomogeneous because of station relocations and changes in observation techniques. As a result these series are not suitable for trend analysis. For climate change studies we refer to the homogenized series of daily data <http://www.knmi.nl/nederland-nu/klimatologie/daggegevens> or the Central Netherlands Temperature <http://www.knmi.nl/kennis-en-datacentrum/achtergrond/centraal-nederland-temperatuur-cnt>.
# 
# STN         LON(east)   LAT(north)  ALT(m)      NAME
# 310         3.596       51.442      8.00        Vlissingen  
# FG        : Etmaalgemiddelde windsnelheid (in 0.1 m/s) / Daily mean windspeed (in 0.1 m/s)
# TG        : Etmaalgemiddelde temperatuur (in 0.1 graden Celsius) / Daily mean temperature in (0.1 degrees Celsius)
# RH        : Etmaalsom van de neerslag (in 0.1 mm) (-1 voor <0.05 mm) / Daily precipitation amount (in 0.1 mm) (-1 for <0.05 mm)
STN,YYYYMMDD,FG,TG,RH
  310,20210715,   81,  173,   -1
  310,20210716,   55,  168,   -1
  310,20210717,   44,  191,    0
  310,20210718,   33,  199,    0
  310,20210719,   35,  197,    0
  310,20210720,   39,  193,    0
  310,20210721,   28,  207,    0
  310,20210722,   41,  189,    0
  310,20210723,   54,  186,    0
  310,20210724,   43,  191,    9
  310,20210725,   25,  194,   31
  310,20210726,   34,  185,   17
  310,20210727,   58,  177,   41
  310,20210728,  101,  178,   18
  310,20210729,  101,  172,   51
  310,20210730,   95,  174,   33
  310,20210731,  101,  177,    6
  310,20210801,   48,  168,   25
  310,20210802,   27,  163,    3
  310,20210803,   26,  169,    0
  310,20210804,   17,  180,    0
  310,20210805,   36,  193,   65
  310,20210806,   97,  181,    9
  310,20210807,   82,  171,  244
  310,20210808,  108,  168,   47
  310,20210809,   84,  171,   13
  310,20210810,   57,  175,    3
  310,20210811,   37,  177,    0
  310,20210812,   32,  183,   -1
  310,20210813,   70,  180,    0
  310,20210814,   46,  184,    0
  310,20210815,   75,  187,    0
  310,20210816,   75,  165,   47
  310,20210817,   73,  161,  160
  310,20210818,   72,  180,   -1
  310,20210819,   77,  172,    0
  310,20210820,   43,  179,    3
  310,20210821,   27,  192,  109
  310,20210822,   64,  178,   38
  310,20210823,   67,  186,    1
  310,20210824,   59,  178,    0
  310,20210825,   45,  174,   -1
  310,20210826,   58,  168,    4
  310,20210827,   52,  168,   27
  310,20210828,   59,  172,   64
  310,20210829,   55,  166,   20
  310,20210830,   55,  177,   -1
  310,20210831,   51,  173,   -1
  310,20210901,   35,  172,   -1
  310,20210902,   43,  170,    0
  310,20210903,   51,  177,    0
  310,20210904,   50,  163,    0
  310,20210905,   35,  189,    0
  310,20210906,   21,  198,    0
  310,20210907,   37,  215,    0
  310,20210908,   49,  215,    0
  310,20210909,   38,  204,   28
  310,20210910,   50,  194,   25
  310,20210911,   74,  179,   -1
  310,20210912,   40,  170,    0
  310,20210913,   27,  171,    0
  310,20210914,   42,  182,   13
  310,20210915,   40,  170,   -1
  310,20210916,   39,  180,    0
  310,20210917,   31,  175,    0
  310,20210918,   40,  190,    0
  310,20210919,   25,  173,    0
  310,20210920,   46,  152,    0
  310,20210921,   21,  153,    0
  310,20210922,   33,  167,    0
  310,20210923,   82,  163,    0
  310,20210924,   71,  176,    0
  310,20210925,   33,  177,    0
  310,20210926,   43,  189,    0
  310,20210927,   95,  163,   19
  310,20210928,   75,  155,    0
  310,20210929,   95,  139,  106
  310,20210930,   86,  134,   -1
  310,20211001,   96,  141,   56
  310,20211002,   98,  144,   79
  310,20211003,   75,  136,  152
  310,20211004,   89,  143,    0
  310,20211005,  112,  139,   86
  310,20211006,  104,  133,  108
  310,20211007,   21,  141,    0
  310,20211008,   30,  134,    0
  310,20211009,   26,  130,    0
  310,20211010,   29,  133,    6
  310,20211011,   38,  131,    0
  310,20211012,   48,  128,   28
  310,20211013,   43,  124,    1
  310,20211014,   69,  136,    0
  310,20211015,   46,  130,   12
  310,20211016,   39,  123,    0
  310,20211017,   59,  124,   -1
  310,20211018,   65,  129,    9
  310,20211019,   81,  167,    6
  310,20211020,  100,  158,   76
  310,20211021,  106,  109,   67
  310,20211022,   83,  114,   16
  310,20211023,   45,  118,   -1
  310,20211024,   64,  108,    0
  310,20211025,   72,  118,   10
  310,20211026,   80,  129,   -1
  310,20211027,   75,  133,    0
  310,20211028,   73,  130,    0
  310,20211029,   95,  133,    8
  310,20211030,   76,  126,   91
  310,20211031,   88,  119,   85
